# Track con ALZADO de diseno (profile_editor):
# planta resuelta + rasantes y acuerdos parabolicos
# kappa_1pm,elev_m,kerb,peralte_rad,semiancho_m (seg 4.0 m)
-0.003964,14.78,0,-0.0248,4.55
-0.003249,14.81,0,-0.0220,4.55
-0.002488,14.84,0,-0.0183,4.57
-0.001780,14.87,0,-0.0147,4.58
-0.001287,14.90,0,-0.0116,4.59
-0.001043,14.92,0,-0.0091,4.60
-0.000898,14.95,0,-0.0073,4.61
-0.000829,14.98,0,-0.0061,4.62
-0.000762,15.01,0,-0.0054,4.62
-0.000692,15.03,0,-0.0049,4.61
-0.000635,15.06,0,-0.0045,4.61
-0.000575,15.09,0,-0.0040,4.61
-0.000514,15.12,0,0.0000,4.61
-0.000453,15.15,0,0.0000,4.61
-0.000386,15.17,0,0.0000,4.61
-0.000326,15.20,0,0.0000,4.61
-0.000268,15.23,0,0.0000,4.61
-0.000216,15.26,0,0.0000,4.61
-0.000141,15.28,0,0.0000,4.61
-0.000070,15.31,0,0.0000,4.61
-0.000016,15.34,0,0.0000,4.60
0.000033,15.37,0,0.0000,4.60
0.000094,15.40,0,0.0000,4.59
0.000181,15.42,0,0.0000,4.58
0.000218,15.45,0,0.0000,4.57
0.000252,15.48,0,0.0000,4.56
0.000272,15.51,0,0.0000,4.55
0.000257,15.53,0,0.0000,4.55
0.000200,15.56,0,0.0000,4.55
0.000149,15.59,0,0.0000,4.54
0.000084,15.62,0,0.0000,4.54
0.000014,15.65,0,0.0000,4.54
-0.000049,15.67,0,0.0000,4.54
-0.000135,15.70,0,0.0000,4.54
-0.000200,15.73,0,0.0000,4.54
-0.000250,15.76,0,0.0000,4.53
-0.000279,15.78,0,0.0000,4.53
-0.000246,15.81,0,0.0000,4.53
-0.000097,15.84,0,0.0000,4.53
0.000096,15.87,0,0.0000,4.53
0.000345,15.90,0,0.0000,4.53
0.000646,15.92,0,0.0051,4.52
0.001045,15.95,0,0.0072,4.52
0.001368,15.98,0,0.0094,4.52
0.001679,16.01,0,0.0117,4.52
0.001990,16.03,0,0.0138,4.52
0.002299,16.06,0,0.0154,4.52
0.002706,16.09,0,0.0162,4.51
0.002738,16.12,0,0.0161,4.53
0.002574,16.15,0,0.0145,4.57
0.002200,16.17,0,0.0121,4.60
0.001602,16.20,0,0.0096,4.56
0.000430,16.23,0,0.0085,4.53
-0.000167,16.26,0,0.0109,4.50
0.000214,16.28,0,0.0205,4.47
0.001643,16.31,0,0.0395,4.44
0.004934,16.34,1,0.0693,4.44
0.011818,16.37,1,0.1047,4.44
0.020648,16.40,1,0.1047,4.44
0.030253,16.42,1,0.1047,4.43
0.038735,16.45,1,0.1047,4.41
0.043799,16.48,1,0.1047,4.34
0.045653,16.51,1,0.1047,4.33
0.041969,16.53,1,0.1047,4.34
0.035932,16.56,1,0.1047,4.36
0.029254,16.59,1,0.1047,4.41
0.023017,16.62,1,0.1047,4.58
0.014442,16.65,1,0.1044,4.63
0.007695,16.67,1,0.0530,4.63
0.000651,16.70,0,0.0000,4.62
-0.006594,16.73,1,-0.0568,4.62
-0.015484,16.76,1,-0.1047,4.62
-0.024937,16.78,1,-0.1047,4.61
-0.032529,16.81,1,-0.1047,4.61
-0.038754,16.84,1,-0.1047,4.60
-0.043357,16.87,1,-0.1047,4.58
-0.045299,16.90,1,-0.1047,4.54
-0.042951,16.92,1,-0.1047,4.57
-0.037606,16.95,1,-0.1047,4.61
-0.031175,16.98,1,-0.1047,4.61
-0.024161,17.01,1,-0.1047,4.50
-0.015523,17.03,1,-0.1047,4.57
-0.007452,17.06,1,-0.0767,4.61
-0.002643,17.09,0,-0.0405,4.62
0.000888,17.12,0,-0.0107,4.62
0.003398,17.15,0,0.0110,4.61
0.004972,17.17,1,0.0252,4.61
0.005626,17.20,1,0.0351,4.61
0.006216,17.23,1,0.0422,4.61
0.006764,17.26,1,0.0473,4.61
0.007279,17.28,1,0.0512,4.63
0.007962,17.31,1,0.0548,4.66
0.008462,17.34,1,0.0582,4.69
0.008885,17.35,1,0.0614,4.70
0.009254,17.34,1,0.0641,4.69
0.009571,17.31,1,0.0664,4.68
0.009986,17.27,1,0.0683,4.67
0.010020,17.21,1,0.0700,4.70
0.010181,17.13,1,0.0717,4.78
0.010358,17.03,1,0.0732,4.85
0.010670,16.92,1,0.0746,4.99
0.010874,16.79,1,0.0762,5.22
0.011136,16.64,1,0.0775,5.47
0.011397,16.48,1,0.0777,5.73
0.011559,16.30,1,0.0763,5.96
0.011493,16.10,1,0.0731,6.01
0.010543,15.89,1,0.0678,6.06
0.009281,15.65,1,0.0602,6.07
0.007664,15.40,1,0.0509,6.05
0.005833,15.14,1,0.0410,6.01
0.003843,14.85,0,0.0319,5.97
0.002262,14.55,0,0.0241,5.93
0.001617,14.23,0,0.0185,5.90
0.001378,13.90,0,0.0154,5.85
0.001500,13.56,0,0.0151,5.79
0.002059,13.21,0,0.0172,5.53
0.002778,12.87,0,0.0209,5.19
0.003520,12.53,0,0.0263,4.91
0.004368,12.19,1,0.0326,4.79
0.005328,11.85,1,0.0391,4.76
0.006738,11.51,1,0.0450,4.75
0.007844,11.16,1,0.0501,4.75
0.008480,10.82,1,0.0536,4.75
0.008743,10.48,1,0.0548,4.77
0.008611,10.14,1,0.0536,4.84
0.007815,9.80,1,0.0504,4.92
0.006544,9.46,1,0.0459,5.02
0.005531,9.12,1,0.0408,5.14
0.004675,8.77,1,0.0357,5.27
0.004019,8.43,1,0.0314,5.39
0.003609,8.09,0,0.0284,5.52
0.003496,7.75,0,0.0265,5.64
0.003506,7.41,0,0.0254,5.77
0.003550,7.07,0,0.0251,5.91
0.003619,6.72,0,0.0252,6.09
0.003646,6.38,0,0.0255,6.28
0.003688,6.04,0,0.0258,6.46
0.003727,5.70,0,0.0260,6.64
0.003758,5.36,0,0.0262,6.82
0.003821,5.02,0,0.0263,6.98
0.003790,4.68,0,0.0262,7.09
0.003760,4.33,0,0.0261,7.18
0.003716,3.99,0,0.0258,7.26
0.003664,3.65,0,0.0253,7.35
0.003640,3.31,0,0.0245,7.43
0.003456,2.97,0,0.0235,7.49
0.003264,2.63,0,0.0220,7.53
0.003018,2.28,0,0.0201,7.57
0.002713,1.94,0,0.0180,7.61
0.002268,1.60,0,0.0157,7.65
0.001786,1.26,0,0.0135,7.66
0.001476,0.92,0,0.0114,7.65
0.001217,0.58,0,0.0095,7.63
0.001012,0.24,0,0.0080,7.60
0.000894,-0.11,0,0.0069,7.58
0.000821,-0.45,0,0.0061,7.56
0.000767,-0.79,0,0.0055,7.54
0.000718,-1.12,0,0.0050,7.52
0.000670,-1.43,0,0.0046,7.50
0.000604,-1.73,0,0.0043,7.48
0.000552,-2.01,0,0.0000,7.46
0.000496,-2.27,0,0.0000,7.43
0.000447,-2.52,0,0.0000,7.41
0.000422,-2.75,0,0.0000,7.39
0.000385,-2.96,0,0.0000,7.37
0.000355,-3.16,0,0.0000,7.35
0.000347,-3.34,0,0.0000,7.33
