# Trazado en planta EDITADO a mano (alignment_editor):
# rectas + circulos + clotoides; rasante conservada
# kappa_1pm,elev_m,kerb,peralte_rad (seg 4.0 m)
0.007824,-57.34,1,0.0548
0.008109,-56.98,1,0.0568
0.008393,-56.61,1,0.0588
0.008678,-56.25,1,0.0607
0.008962,-55.90,1,0.0627
0.009247,-55.55,1,0.0647
0.009531,-55.21,1,0.0667
0.009815,-54.87,1,0.0686
0.010100,-54.53,1,0.0703
0.010384,-54.20,1,0.0716
0.010600,-53.87,1,0.0727
0.010600,-53.55,1,0.0735
0.010600,-53.24,1,0.0740
0.010600,-52.93,1,0.0742
0.010600,-52.62,1,0.0742
0.010600,-52.32,1,0.0742
0.010600,-52.02,1,0.0742
0.010600,-51.73,1,0.0742
0.010600,-51.44,1,0.0742
0.010600,-51.15,1,0.0742
0.010600,-50.88,1,0.0742
0.010600,-50.60,1,0.0742
0.010600,-50.33,1,0.0742
0.010600,-50.07,1,0.0742
0.010600,-49.81,1,0.0742
0.010600,-49.55,1,0.0742
0.010600,-49.30,1,0.0742
0.010600,-49.06,1,0.0742
0.010600,-48.81,1,0.0742
0.010600,-48.57,1,0.0742
0.010600,-48.32,1,0.0742
0.010600,-48.08,1,0.0742
0.010600,-47.83,1,0.0742
0.010600,-47.59,1,0.0735
0.010600,-47.35,1,0.0719
0.010600,-47.10,1,0.0693
0.009927,-46.86,1,0.0657
0.008955,-46.62,1,0.0611
0.007984,-46.38,1,0.0556
0.007012,-46.14,1,0.0491
0.006040,-45.90,1,0.0423
0.005069,-45.66,1,0.0355
0.004097,-45.42,1,0.0287
0.003125,-45.18,0,0.0219
0.002154,-44.94,0,0.0158
0.001182,-44.70,0,0.0108
0.000210,-44.46,0,0.0067
0.000000,-44.23,0,0.0000
0.000000,-43.99,0,0.0000
0.000000,-43.75,0,0.0000
0.000000,-43.52,0,0.0000
0.000000,-43.28,0,0.0000
0.000000,-43.04,0,0.0000
0.000000,-42.81,0,0.0000
0.000000,-42.57,0,0.0000
0.000000,-42.34,0,0.0000
0.000000,-42.11,0,0.0000
0.000000,-41.87,0,0.0000
0.000000,-41.64,0,0.0000
0.000000,-41.41,0,0.0000
0.000000,-41.17,0,0.0000
0.000000,-40.94,0,0.0000
0.000000,-40.71,0,0.0000
0.000000,-40.48,0,0.0000
0.000000,-40.25,0,0.0000
0.000000,-40.02,0,0.0000
0.000000,-39.79,0,0.0000
0.000000,-39.56,0,0.0000
0.000000,-39.33,0,0.0000
0.000000,-39.10,0,0.0000
0.000000,-38.87,0,0.0000
0.000000,-38.65,0,0.0000
0.000000,-38.42,0,0.0000
0.000000,-38.19,0,0.0000
0.000000,-37.97,0,0.0000
0.000000,-37.74,0,0.0000
0.000000,-37.51,0,0.0000
0.000000,-37.29,0,0.0000
0.000000,-37.06,0,0.0000
0.000000,-36.84,0,0.0000
0.000000,-36.61,0,0.0000
0.000000,-36.39,0,0.0000
0.000000,-36.17,0,0.0000
0.000000,-35.94,0,0.0000
0.000000,-35.72,0,0.0000
0.000000,-35.50,0,0.0000
0.000000,-35.28,0,0.0000
0.000000,-35.06,0,0.0000
0.000000,-34.84,0,0.0000
0.000000,-34.62,0,0.0000
0.000000,-34.40,0,0.0000
0.000000,-34.18,0,0.0000
0.000000,-33.96,0,0.0000
0.000000,-33.74,0,0.0000
0.000000,-33.52,0,0.0000
0.000000,-33.30,0,0.0000
0.000000,-33.08,0,0.0000
0.000000,-32.87,0,0.0000
0.000000,-32.65,0,0.0000
0.000000,-32.43,0,0.0000
0.000000,-32.22,0,0.0000
0.000000,-32.00,0,0.0000
0.000000,-31.79,0,0.0000
0.000000,-31.57,0,0.0000
0.000000,-31.34,0,0.0000
0.000000,-31.10,0,0.0000
0.000000,-30.85,0,0.0000
0.000000,-30.58,0,0.0000
0.000000,-30.30,0,0.0000
0.000000,-30.00,0,0.0000
0.000000,-29.69,0,0.0000
0.000000,-29.37,0,0.0000
0.000000,-29.03,0,0.0000
0.000000,-28.68,0,0.0000
0.000000,-28.32,0,0.0000
0.000000,-27.94,0,0.0000
0.000000,-27.55,0,0.0000
0.000000,-27.15,0,0.0000
0.000000,-26.73,0,0.0000
0.000000,-26.30,0,0.0000
0.000000,-25.86,0,0.0000
0.000000,-25.40,0,0.0000
0.000000,-24.93,0,0.0000
0.000000,-24.44,0,0.0000
0.000000,-23.95,0,0.0000
0.000000,-23.43,0,0.0000
0.000000,-22.91,0,0.0000
0.000000,-22.37,0,0.0000
0.000000,-21.82,0,0.0000
0.000000,-21.25,0,0.0000
0.000000,-20.67,0,0.0000
0.000000,-20.08,0,0.0000
0.000000,-19.48,0,0.0000
0.000000,-18.86,0,0.0000
0.000000,-18.22,0,0.0000
0.000000,-17.58,0,0.0000
0.000000,-16.92,0,0.0000
0.000000,-16.24,0,0.0000
0.000000,-15.56,0,0.0000
0.000000,-14.86,0,0.0061
0.000019,-14.14,0,0.0121
0.002022,-13.42,0,0.0201
0.004025,-12.67,1,0.0302
0.006029,-11.92,1,0.0422
0.008032,-11.15,1,0.0562
0.010035,-10.37,1,0.0702
0.012039,-9.61,1,0.0843
0.014042,-8.86,1,0.0970
0.016046,-8.13,1,0.1047
0.018049,-7.42,1,0.1047
0.018729,-6.72,1,0.1047
0.018729,-6.04,1,0.1047
0.018729,-5.38,1,0.1047
0.018729,-4.73,1,0.1047
0.018729,-4.13,1,0.1047
0.018729,-3.55,1,0.1047
0.018729,-3.02,1,0.1047
0.018729,-2.52,1,0.1047
0.018729,-2.06,1,0.1047
0.018729,-1.64,1,0.1047
0.018729,-1.25,1,0.1047
0.018729,-0.90,1,0.1047
0.018729,-0.58,1,0.1047
0.018379,-0.31,1,0.1047
0.017207,-0.06,1,0.1047
0.016035,0.14,1,0.1047
0.014863,0.31,1,0.1040
0.013691,0.44,1,0.0958
0.012519,0.53,1,0.0876
0.011347,0.59,1,0.0794
0.010175,0.61,1,0.0712
0.009003,0.61,1,0.0630
0.007831,0.58,1,0.0548
0.006659,0.54,1,0.0466
0.005487,0.47,1,0.0390
0.004315,0.39,1,0.0313
0.003143,0.28,0,0.0236
